Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
flyode,0.500,"Systematic assembly of data on Drosophila melanogaster eye development. It consists of data on eye development obtained from the literature, and a web interface for users to interactively display these data as a gene regulatory network.","['Molecular interactions, pathways and networks', 'Model organisms', 'Ontology and terminology']",['Web application'],2.0,https://github.com/begum-alaybeyoglu/FlyOde,https://bio.tools/flyode,339.0,236.0,297.8
synteny browser,0.500,"The JAX Synteny Browser for mouse-human comparative genomics.

An interactive web-based conserved synteny browser application.

The Jackson Laboratory Synteny Browser.

An interactive web-based conserved synteny browser application, The Jackson Laboratory (JAX) Synteny Browser. The browser allows researchers to highlight or selectively display genome features in the reference and/or the comparison genomes based on the biological attributes of the features. The current implementation for the browser supports the reference genomes of the laboratory mouse and human.

Show true orientation of comparison genome relative to reference Always show gene symbols Show anchors.

Reference species (outer ring) Mus musculus Homo sapiens","['Bioinformatics', 'Transcription factors and regulatory sites', 'Comparative genomics', 'Mapping', 'Ontology and terminology']",[],0.0,https://github.com/TheJacksonLaboratory/syntenybrowser,https://bio.tools/synteny browser,339.0,215.0,289.4
deepred,0.500,Automated Protein Function Prediction with Multi-task Feed-forward Deep Neural Networks.,"['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Machine learning']",['Script'],6.0,https://github.com/cansyl/DEEPred/issues,https://bio.tools/deepred,339.0,253.0,304.6
gtrd,0.500,"An integrated view of transcription regulation.

ChIP-seq experiment information were collected in semi-automated way from literature, GEO and ENCODE.

Raw ChIP-seq data in the form of fastq and SRA files were fetched from ENCODE and SRA databases.

Clusters for the same TF revealed by different peak calling methods were joined into metaclusters. Metaclusters represent non-redundant set of transcription factor binding sites. The clustering algorithm used in GTRD is described in the main GTRD paper [6].","['Ontology and terminology', 'Transcription factors and regulatory sites', 'Gene transcripts', 'RNA-Seq', 'ChIP-seq']",['Web application'],0.0,http://wiki.biouml.org/index.php/GTRD_Workflow,https://bio.tools/gtrd,339.0,215.0,289.4
ontogetup,0.500,Get ontology term(s) by id of child.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetup,339.0,378.0,354.6
cpgdb,0.500,"CpGDB (Chloroplast Genome Database) is a user friendly, freely available and dynamic relational database which allows search and download of complete chloroplast genome sequences, individual gene sequences and feature records of different plant species belonging to spermatophytes. The database also allows comparison of gene length and location of different genes among plant species belonging to same or different families.","['Gene and protein families', 'Taxonomy', 'Gene transcripts', 'Plant biology', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/cpgdb,339.0,215.0,289.4
ontoproc,0.500,"Support harvesting of diverse bioinformatic ontologies, making particular use of the ontologyIndex package on CRAN. We provide snapshots of key ontologies for terms about cells, cell lines, chemical compounds, and anatomy, to help analyze genome-scale experiments, particularly cell x compound screens. Another purpose is to strengthen development of compelling use cases for richer interfaces to emerging ontologies.",['Ontology and terminology'],['Library'],0.0,http://bioconductor.org/packages/ontoProc/,https://bio.tools/ontoproc,339.0,215.0,289.4
ppr-ssm,0.500,"personalized PageRank and semantic similarity measures for entity linking.

BACKGROUND:Biomedical literature concerns a wide range of concepts, requiring controlled vocabularies to maintain a consistent terminology across different research groups. However, as new concepts are introduced, biomedical literature is prone to ambiguity, specifically in fields that are advancing more rapidly, for example, drug design and development. Entity linking is a text mining task that aims at linking entities mentioned in the literature to concepts in a knowledge base. For example, entity linking can help finding all documents that mention the same concept and improve relation extraction methods. Existing approaches focus on the local similarity of each entity and the global coherence of all entities in a document, but do not take into account the semantics of the domain. RESULTS:We propose a method, PPR-SSM, to link entities found in documents to concepts from domain-specific ontologies","['Imaging', 'Natural language processing', 'Data mining', 'Genotype and phenotype', 'Ontology and terminology']",[],2.0,,https://bio.tools/ppr-ssm,339.0,236.0,297.8
biogateway,0.500,"A triple store with RDF graphs obtained from various curated databases, queryable by SPARQL and through the Cytoscape plugin BioGateway App.","['Protein interactions', 'Ontology and terminology']","['SPARQL endpoint', 'Desktop application']",0.0,,https://bio.tools/biogateway,339.0,215.0,289.4
poeas,0.500,Plant ontology enrichment analysis server. The server uses a simple list of genes as an input and perform enrichment analysis and provide results in two levels: a table with enrichment results and a visulaization utilitity to generate ontological graphs that can be used in publications.,"['Plant biology', 'Ontology and terminology']",['Web application'],0.0,http://www.mybiosoftware.com/poeas-plant-ontology-enrichment-analysis-server.html,https://bio.tools/poeas,339.0,215.0,289.4
l2l,0.500,"L2L is a simple but powerful tool for discovering the hidden biological significance in microarray data. Through an easy-to-use web interface, L2L will mine a list of up- or down-regulated genes for Gene Ontology terms that are significantly enriched. L2L can also compare the list of genes to a database of hundreds of published microarray experiments, in order to identify common patterns of gene regulation. A downloadable command-line version can run customized and batch analyses.","['Gene regulation', 'Ontology and terminology']",['Command-line tool'],0.0,http://www.mybiosoftware.com/l2l-1-2-microarray-analysis-tool.html,https://bio.tools/l2l,339.0,215.0,289.4
erbk,0.500,ERBK (Representation learning model of bio-entities) is a representation model for biological entities by fusing structured axioms with unstructured texts.,"['Molecular interactions, pathways and networks', 'Genotype and phenotype', 'Ontology and terminology', 'Machine learning']",['Script'],0.0,,https://bio.tools/erbk,339.0,215.0,289.4
locdb,0.500,"Manually curated database with experimental annotations for the subcellular localizations of proteins in Homo sapiens (HS, human) and Arabidopsis thaliana (AT, thale cress). Each database entry contains the experimentally derived localization in Gene Ontology (GO) terminology, the experimental annotation of localization, localization predictions by state-of-the-art methods and, where available, the type of experimental information.","['Ontology and terminology', 'Data submission, annotation and curation', 'Proteins']",['Database portal'],24.0,,https://bio.tools/locdb,339.0,284.0,317.0
ffa mouse brain,0.500,Flexible annotation atlas (FAA) of the mouse brain is a pipeline for constructing a mouse brain atlas using Allen Institute for Brain Science (AIBS) data.,"['Medical imaging', 'Ontology and terminology', 'MRI', 'Neurobiology']",['Workflow'],0.0,https://mouse.brain-map.org/,https://bio.tools/ffa mouse brain,339.0,215.0,289.4
human gene nomenclature database (hgnc),0.500,Database of unique and meaningful names for all human genes.,"['Human biology', 'Ontology and terminology', 'Genomics']",['Database portal'],336.0,,https://bio.tools/human gene nomenclature database (hgnc),339.0,338.0,338.6
crowdgo,0.500,"A wisdom of the crowd-based Gene Ontology annotation tool | Abstract Motivation Protein function prediction tools vary widely in their methodologies, resulting in different sets of GO terms being correctly predicted. Ideally, multiple tools are combined to achieve a higher recall of GO terms while increasing precision. Results CrowdGO combines input predictions from any number of tools and combines them based on the Gene Ontology Directed Acyclic Graph. Using each GO terms information content, the semantic similarity between GO predictions of different tools, and a Support Vector Machine model, it achieves improved precision and recall compared to each of the tools separately (Figure 1). Availability CrowdGO can be found at https: gitlab.com mreijnders CrowdGO","['Ecology', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/crowdgo,339.0,215.0,289.4
alliance genome resources,0.500,A modern data ecosystem for model organism databases.,"['Literature and language', 'Data governance', 'Database management', 'Model organisms', 'Ontology and terminology']",['Database portal'],0.0,https://github.com/alliance-genome/,https://bio.tools/alliance genome resources,339.0,215.0,289.4
biont,0.500,"BiOnt performs relation extraction using a deep learning system. It employs four types of biomedical ontologies, namely, the Gene Ontology, the Human Phenotype Ontology, the Human Disease Ontology, and the Chemical Entities of Biological Interest, regarding gene-products, phenotypes, diseases, and chemical compounds, respectively.","['Pathology', 'Natural language processing', 'Machine learning', 'Genotype and phenotype', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/biont,339.0,215.0,289.4
phen2gene,0.500,"Phen2Gene is a phenotype-driven gene prioritization tool, that takes HPO (Human Phenotype Ontology) IDs as inputs, searches and prioritizes candidate causal disease genes. It is distributed under the MIT License by Wang Genomics Lab. Additionally, we have provided a web server and an associated RESTful API service for running Phen2Gene. Finally, a mobile app for Phen2Gene and several other genetic diagnostic tools from our lab is being tested and will be available soon.","['Natural language processing', 'Gene transcripts', 'Rare diseases', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,https://github.com/WGLab/Phen2Gene,https://bio.tools/phen2gene,339.0,215.0,289.4
bio2bel,0.500,Integration of Structured Biological Data Sources using Biological Expression Language.,"['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Cheminformatics']",['Library'],0.0,https://github.com/bio2bel/bio2bel,https://bio.tools/bio2bel,339.0,215.0,289.4
coexp web,0.500,"CoExp Webpage is a web platform that enables the exploitation of co-expression networks. CoExp currently offers 109 co-expression models focused on brain transcriptomics with plans to expand its scope. It is a powerful, easy to use and innovative tool for gene set annotation across a variety of brain specific transcriptomicdata sets. CoExp makes co-expression models visually manageable, accessible and easily exploitable to the scientific community.","['Genetics', 'Ontology and terminology', 'Cell biology']",['Web application'],0.0,https://github.com/SoniaRuiz/CoExp_Web,https://bio.tools/coexp web,339.0,215.0,289.4
onassis,0.500,A package that allows the annotation of text with ontology terms (mainly from OBO ontologies) and the computation of semantic similarity measures based on the structure of the ontology between different annotated samples.,['Ontology and terminology'],['Library'],0.0,http://bioconductor.org/packages/Onassis/,https://bio.tools/onassis,339.0,215.0,289.4
dingo,0.500,"Standalone application for Gene Ontology and Human Phenotype Ontology term enrichment analysis.
DiNGO is a standalone application based on open source code from BiNGO a Java based tool aimed to determine which Gene Ontology (GO) categories are overrepresented in a set of genes. DiNGO is a command line application which is able to do GO and HPO term enrichment on a set of genes or proteins. DiNGO is multithreaded application which offers fast processing of large datasets. In addition, the application offers gene/protein identifiers conversion tool as well as automatic download of HPO and GO annotation resources.","['Genotype and phenotype', 'Ontology and terminology', 'Computational chemistry']",['Command-line tool'],0.0,https://github.com/radoslav180/DiNGO,https://bio.tools/dingo,339.0,215.0,289.4
easy-hla,0.500,"A validated web application suite to reveal the full details of HLA typing.

Nomenclature for Factors of the HLA System.

The WHO Nomenclature Committee for Factors of the HLA System comprises the following individuals:.

EasyMatch-R is a tool designed to find unrelated donors in silico. We aim to improve efficiency by saving time and resources in HLA labs. From a patientâ€™s HLA typing in input, Easymatch-R displays probability of finding a potential unrelated bone marrow donor according to the required matching level. In addition to the number of expected donors, Easymatch-R provides complementary typings recomendations.
HLA-Upgrade uses the power of haplotypes to predict full high resolution HLA-A, B, C, DRB1, DQB1 genotypes.","['Pathology', 'Surgery', 'Immunoproteins and antigens', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],0.0,http://hla.alleles.org/nomenclature/committee.html,https://bio.tools/easy-hla,339.0,215.0,289.4
deepviral,0.500,DeepViral is a tool for the prediction of novel virus–host interactions from protein sequences and infectiousdisease phenotypes.,"['Public health and epidemiology', 'Infectious disease', 'Protein interactions', 'Genotype and phenotype', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/deepviral,339.0,215.0,289.4
avian immunome db,0.500,Avian Immunome DB is a user-friendly interface for extracting genetic information about the avian immune system. The avian immune system is characterised by a cascade of complex biological processes underlaid by more than 1000 different genes.,"['Immunology', 'Gene transcripts', 'Small molecules', 'Ontology and terminology', 'Gene expression']",['Database portal'],0.0,https://gitlab.com/rcmueller/immunomedb,https://bio.tools/avian immunome db,339.0,215.0,289.4
wei2go,0.500,weighted sequence similarity-based protein function prediction.,"['Function analysis', 'Ontology and terminology', 'Proteins']",[],0.0,,https://bio.tools/wei2go,339.0,215.0,289.4
asa-ps,0.500,"Development and validation of a predictive model for American Society of Anesthesiologists Physical Status.

BACKGROUND:The American Society of Anesthesiologists Physical Status (ASA-PS) classification system was developed to categorize the fitness of patients before surgery. Increasingly, the ASA-PS has been applied to other uses including justification of inpatient admission. Our objectives were to develop and cross-validate a statistical model for predicting ASA-PS; and 2) assess the concurrent and predictive validity of the model by assessing associations between model-derived ASA-PS, observed ASA-PS, and a diverse set of 30-day outcomes. METHODS:Using the 2014 American College of Surgeons National Surgical Quality Improvement Program (ACS NSQIP) Participant Use Data File, we developed and internally cross-validated multinomial regression models to predict ASA-PS using preoperative NSQIP data. Accuracy was assessed with C-Statistics and calibration plots","['Surgery', 'Ontology and terminology', 'Statistics and probability', 'Physics']",[],1.0,,https://bio.tools/asa-ps,339.0,227.0,294.20000000000005
tadcompare,0.500,"An R Package for Differential and Temporal Analysis of Topologically Associated Domains.

TADCompare is an R package for differential Topologically Associated Domain (TAD) detection between two Hi-C contact matrices and across a time course, and TAD boundary calling across multiple Hi-C replicates. It has three main functions, TADCompare for differential TAD analysis, TimeCompare for time course analysis, and ConsensusTADs for consensus boundary identification. The DiffPlot function allows for visualizing the differences between two contact matrices.","['DNA', 'Ontology and terminology', 'Epigenetics', 'RNA-Seq', 'Chromosome conformation capture']",[],0.0,https://github.com/cresswellkg/TADCompare_Paper,https://bio.tools/tadcompare,339.0,215.0,289.4
plantcircnet,0.500,"PlantCircNet is a database that provides plant circRNA-miRNA-gene regulatory networks, as well as circRNA information and circRNA expression profiles. It provides convenient search functions for circRNA-associated regulatory networks and enables users to retrieve regulatory interactions of interest by circRNAs, miRNAs and mRNAs across eight model species. Sequences search is also available. And an enrichment analysis tool has been provided for Gene Ontology categories of miRNA targets.","['Molecular interactions, pathways and networks', 'Gene transcripts', 'Functional, regulatory and non-coding RNA', 'Plant biology', 'Ontology and terminology']",[],0.0,,https://bio.tools/plantcircnet,339.0,215.0,289.4
ietd,0.500,"Developing Evidence to Decision Frameworks and an Interactive Evidence to Decision Tool for Making and Using Decisions and Recommendations in Health Care | Evidence-informed health care decisions and recommendations need to be made systematically and transparently. Mediating technology can help manage boundaries between groups making decisions and target audiences, enhancing salience, credibility, and legitimacy for all. This article describes the development of the Evidence to Decision (EtD) framework and an interactive tool to create and use frameworks (iEtD) to support communication in decision making. Methods: Using a human-centered design approach, we created prototypes employing a broad range of methods to iteratively develop EtD framework content and iEtD tool functionality","['Medicines research and development', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/ietd,339.0,215.0,289.4
biojs-vis-gprofiler,0.500,Retrieve most relevant GO terms from g:Profiler and render these as a string cloud.,"['Genetics', 'Ontology and terminology']",['Library'],1.0,,https://bio.tools/biojs-vis-gprofiler,339.0,227.0,294.20000000000005
viseago,0.500,a Bioconductor package for clustering biological functions using Gene Ontology and semantic similarity | The main objective of ViSEAGO package is to carry out a data mining of biological functions and establish links between genes involved in the study,"['Functional, regulatory and non-coding RNA', 'Molecular interactions, pathways and networks', 'Ontology and terminology']",[],0.0,,https://bio.tools/viseago,339.0,215.0,289.4
impres,0.500,"Development, application, feasibility and preliminary evaluation of the implementation science research development (ImpRes) tool and guide | BACKGROUND:Designing implementation research can be a complex and daunting task, especially for applied health researchers who have not received specialist training in implementation science. We developed the Implementation Science Research Development (ImpRes) tool and supplementary guide to address this challenge and provide researchers with a systematic approach to designing implementation research. METHODS:A multi-method and multi-stage approach was employed. An international, multidisciplinary expert panel engaged in an iterative brainstorming and consensus-building process to generate core domains of the ImpRes tool, representing core implementation science principles and concepts that researchers should consider when designing implementation research","['Medicines research and development', 'Ontology and terminology', 'Psychiatry']",['Desktop application'],0.0,,https://bio.tools/impres,339.0,215.0,289.4
glycoglyph,0.500,"Welcome to the GlycoGlyph Introduction Tutorial.
A glycan visualizing, drawing and naming application.","['Imaging', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/glycoglyph,339.0,215.0,289.4
gfbio,0.500,"The German Federation for Biological Data was established as a sustainable, national infrastructure to facilitate data sharing for the biological environmental sciences. It supports the complete life cycle of research data management, from planning, through acquisition, to publication. Research data are constantly increasing in both size and complexity, offering not only new analytical possibilities, but also posing new challenges to data processing, integration and safeguarding.","['Data management', 'Ecology', 'Sample collections', 'Ontology and terminology', 'Omics']","['Web API', 'Web application', 'Web service']",0.0,,https://bio.tools/gfbio,339.0,215.0,289.4
genvisage,0.500,"Rapid Identification of Discriminative and Explainable Feature Pairs for Genomic Analysis.

Genvisage - Rapid Identification of Discriminative Feature Pairs for Genomic Analysis.","['Ontology and terminology', 'Transcriptomics', 'Transcription factors and regulatory sites']",['Web application'],0.0,https://github.com/KnowEnG/Genvisage,https://bio.tools/genvisage,339.0,215.0,289.4
ontogetdown,0.500,Get ontology term(s) by parent id.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetdown,339.0,378.0,354.6
dodo,0.500,"DODO is a graph database to facilitate access and interaction with disease and phenotype ontologies. The aim of DODO is to allow an easier way to interact and explore disease ontologies and their identifiers. The database is build on Neo4j and incorporates different ontologies with an accompagnying R package that allows easy access, exploration, and definition of disease concepts of interest. It can work as the intermediate player to facilitate access and exhaustive extraction of information from other life science databases without the need to harmonize these up front.","['Pathology', 'Imaging', 'Workflows', 'Genotype and phenotype', 'Ontology and terminology']",['Ontology'],0.0,https://github.com/Elysheba/DODO,https://bio.tools/dodo,339.0,215.0,289.4
bel commons,0.500,Environment for exploration and analysis of networks encoded in Biological Expression Language.,"['Molecular interactions, pathways and networks', 'Environmental science', 'Ontology and terminology']",['Web application'],4.0,https://github.com/bel-commons,https://bio.tools/bel commons,339.0,246.0,301.8
onclass,0.500,"Unifying single-cell annotations based on the Cell Ontology.

Single cell typing based on cell ontology.

please see the document of OnClass at https://onclass.readthedocs.io/en/latest/","['RNA-Seq', 'Ontology and terminology', 'Transcriptomics', 'Cell biology']",['Command-line tool'],0.0,https://github.com/wangshenguiuc/OnClass,https://bio.tools/onclass,339.0,215.0,289.4
goblet,0.500,"BLAST one or more protein or nucleotide sequences against databases that have sequences mapped to Gene Ontology (GO) terms.  Results can be viewed for individual sequences, or as survey statistics for the group if more than one sequence is submitted.","['Sequencing', 'Sequence analysis', 'Mapping', 'Proteins', 'Ontology and terminology']",['Web application'],143.0,https://jib.tools/details.php?id=53,https://bio.tools/goblet,339.0,324.0,333.0
funmappone,0.500,User-friendly graphical interface that allows to visualize and summarize the functional annotations of one or multiple molecular biology experiments at once.,"['Molecular interactions, pathways and networks', 'Model organisms', 'Ontology and terminology']",['Desktop application'],4.0,https://github.com/Greco-Lab/FunMappOne/issues,https://bio.tools/funmappone,339.0,246.0,301.8
rulego,0.500,RuleGO is a web tool for description of gene groups by means of Gene Ontology. The user is able to describe gene groups on the basis of logical rules that include GO-terms in their premises.,"['Gene and protein families', 'Ontology and terminology', 'Gene expression']",['Web application'],10.0,,https://bio.tools/rulego,339.0,266.0,309.8
zooma,0.500,ZOOMA 2 is a search engine for automatic curation and a repository of annotation knowledge. It facilitates automated data annotation against a variety of ontologies by exploring context and previous annotation efforts as well as lexical matching,"['Systems biology', 'Ontology and terminology', 'Data identity and mapping']",['Web application'],61.0,http://www.ebi.ac.uk/support/,https://bio.tools/zooma,339.0,306.0,325.8
collabonet,0.500,Collaboration of deep neural networks for biomedical named entity recognition.,"['Ontology and terminology', 'Natural language processing', 'Machine learning']",['Command-line tool'],11.0,,https://bio.tools/collabonet,339.0,267.0,310.20000000000005
morphdb,0.500,"Prioritizing Genes for Specialized Metabolism Pathways and Gene Ontology Categories in Plants.

1. MORPH bulk run command line interface.

Get MORPH candidate gene predictions for your gene(s) of interest.

2. Install morph-bulk using Singularity (recommended).

Get MORPH candidate gene predictions for your pathway or GO term of interest for your favourite organism(s). Make a MORPH network for your process of interest.

3. Install morph-bulk the classical way.

Perform complex SPARQL queries on MORPH prediction data.

rdf Generate RDF graph (for MorphDB).","['Endocrinology and metabolism', 'Molecular interactions, pathways and networks', 'Plant biology', 'Ontology and terminology', 'Gene expression']",[],1.0,https://github.com/arzwa/morph-bulk,https://bio.tools/morphdb,339.0,227.0,294.20000000000005
rdrf,0.500,"The Rare Disease Registry Framework (RDRF) is an open source tool for the creation of web-based patient registries. It enables to create and modify registries without changes to the programming code. It has many features which include its ability to create multiple registries within the same framework, patients are defined once, and the ability for curators to create data elements dynamically well after the registry has been defined.","['Pathology', 'Rare diseases', 'Database management', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],18.0,,https://bio.tools/rdrf,339.0,278.0,314.6
snomed ct,0.500,"Web-based browser with comprehensive, scientifically validated clinical healthcare terminology. Enables consistent representation of clinical content in electronic health records.","['Rare diseases', 'Biobank', 'Ontology and terminology']","['Web application', 'Web service']",3.0,,https://bio.tools/snomed ct,339.0,243.0,300.6
lipidlynxx,0.500,"A data transfer hub to support integration of large scale lipidomics datasets.

The LipidLynxX project is aimed to provide a unified identifier for major lipids, especially oxidized lipids in the epilipidome.

LipidLynxX on LIPID MAPS® Lipidomics Gateway.

A robust and accurate converter can only be achieved by community-wide collaborations, thus any issue reports from general users and developers are welcome and will improve LipidLynxX project.","['Endocrinology and metabolism', 'Lipids', 'Molecular interactions, pathways and networks', 'Proteomics', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/lipidlynxx,339.0,215.0,289.4
snackvar,0.500,"SnackVar is a free software for Sanger sequencing analysis in clinical environment.

When a higher value of gap opening penalty is required, SnackVar automatically applies a higher gap opening penalty and notifies the user with a popup that the heterozygous indel optimization mode is activated.","['Ontology and terminology', 'Sequencing', 'Genetic variation']",[],0.0,,https://bio.tools/snackvar,339.0,215.0,289.4
varimerge,0.500,"Building large updatable colored de Bruijn graphs via merging | VARI-merge is a pair of tools (vari-merge and color-merge) capable of merging the succinct colored de Bruijn graphs produced by VARI. The VARI-merge branch includes all of VARI | Cosmo is a fast, low-memory DNA assembler that uses a succinct de Bruijn graph | VARI is an extension to Cosmo and supports offline construction of succinct colored de Bruijn graphs. It can be found in the VARi branch, however all the components are also in this branch. You should use this branch for the VARI tools because it includes an important bugfix: Palendromes are not duplicated during the revcomp generation phase of succinct de Bruijn graph construction","['Metagenomics', 'Ontology and terminology']",[],0.0,,https://bio.tools/varimerge,339.0,215.0,289.4
generic go term finder,0.500,A tool for finding significant GO terms shared among a list of genes from your organism of choice.,['Ontology and terminology'],['Web application'],1009.0,,https://bio.tools/generic go term finder,339.0,354.0,345.0
wego,0.500,Web Gene Ontology Annotation Plot (WEGO) helps visualize the annotation of sets of genes.  WEGO can compare gene annotation datasets by plotting the distribution of gene ontology (GO) annotation results into a histogram.,['Ontology and terminology'],['Web application'],1650.0,,https://bio.tools/wego,339.0,359.0,347.0
sibils,0.500,"RESTful customizable search engines in biomedical literature, enriched with automatically mapped biomedical concepts.

COVID-19 outbreak: explore our literature triage interface and APIs.","['Literature and language', 'Ontology and terminology', 'Bioinformatics', 'Workflows', 'Personalised medicine']",[],0.0,,https://bio.tools/sibils,339.0,215.0,289.4
goa_gubbar,0.500,Sorts protein identifications under GOA slim terms.,"['Proteomics', 'Ontology and terminology', 'Proteomics experiment']",['Command-line tool'],0.0,http://ms-utils.org,https://bio.tools/goa_gubbar,339.0,215.0,289.4
biwalklda,0.500,"A novel algorithm based on bi-random walks to identify disease-related lncRNAs.

EMAIL: jhu@nwpu.edu.cn, yiqun.gao@nwpu-bioinformatics.com.

This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License as published by the Free Software Foundation, either version 3 of the License, or (at your option) any later version.

BiWalkLDA.m: BiwalkLDA framework to predict potential lncRNA-disease association.

normFun.m: Laplacian normalization","['Pathology', 'Oncology', 'Molecular interactions, pathways and networks', 'Functional, regulatory and non-coding RNA', 'Ontology and terminology']",[],3.0,,https://bio.tools/biwalklda,339.0,243.0,300.6
netboxr,0.500,"Automated Discovery of Biological Process Modules by Network Analysis in R.

NetBox is a network-based approach that combines prior knowledge with a network clustering algorithm. The algorithm allows for the identification of functional modules and allows for combining multiple data types, such as mutations and copy number alterations. NetBox performs network analysis on human interaction networks, and comes pre-loaded with a Human Interaction Network (HIN) derived from four literature curated data sources, including the Human Protein Reference Database (HPRD), Reactome, NCI-Nature Pathway Interaction (PID) Database, and the MSKCC Cancer Cell Map.

GeneSetEnrichment, GraphAndNetwork, KEGG, Network, NetworkEnrichment, Pathways, Reactome, Software, SystemsBiology.","['Oncology', 'Molecular interactions, pathways and networks', 'Genetic variation', 'Cell biology', 'Ontology and terminology']",['Library'],0.0,,https://bio.tools/netboxr,339.0,215.0,289.4
goeast,0.500,"Gene Ontology Enrichment Analysis (GOEAST) is a toolkit for the identification of over-represented GO terms in a given gene set. Distinguishing features include: capacity to analyze data from various sources and from multiple species, and the capacity to cross compare GO enriched terms across experiments to identify correlations.","['Probes and primers', 'Microarray experiment', 'Ontology and terminology', 'Transcriptomics', 'Gene expression']",['Web application'],425.0,,https://bio.tools/goeast,339.0,340.0,339.4
phenoscape,0.500,Phenoscape is a Logical Model of Homology for Comparative Biology.,"['Anatomy', 'Molecular modelling', 'Phylogeny', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,https://github.com/phenoscape/phenoscape-owl-tools,https://bio.tools/phenoscape,339.0,215.0,289.4
score,0.500,"a consensus tool for detecting differentially expressed genes in bacteria.

Smart Consensus Of RNA Expression pipelines.","['Workflows', 'RNA-Seq', 'Ontology and terminology', 'Gene expression']",[],0.0,,https://bio.tools/score,339.0,215.0,289.4
pmo,0.500,"A knowledge representation model towards precision medicine.

The Precision Medicine Ontology (PMO) has been developed as a standardized ontology for human precision medicine with consistent, reusable and sustainable descriptions of human disease terms, genomic molecular, phenotype characteristics and related medical vocabulary disease concepts through collaborative efforts of researchers at Institute of Medical Information, Chinese Academy of Medical Sciences. The Precision Medicine Ontology focuses on the development of a high level patients-centric ontology for the academic research, thus, it systematically integrates biomedicine vocabularies from GO, NCBI Gene, DrugBank, HPO, MeSH, SNOMED CT, etc.","['Ontology and terminology', 'Complementary medicine', 'Taxonomy', 'Personalised medicine', 'Molecular medicine']",[],0.0,,https://bio.tools/pmo,339.0,215.0,289.4
argminer,0.500,ARGminer is a web platform dedicated to the validation of ARGs by using sequence alignment and evidence from multiple sources.,"['Gene and protein families', 'Data submission, annotation and curation', 'Molecular interactions, pathways and networks', 'Small molecules', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/argminer,339.0,215.0,289.4
simdef,0.500,An efficient method for measuring semantic similarity of GO terms using their GO definitions.,"['Genetics', 'Ontology and terminology', 'Natural language processing']",['Command-line tool'],7.0,http://www.mybiosoftware.com/simdef-definition-based-semantic-similarity-measure-of-go-terms-for-functional-similarity-analysis-of-genes.html,https://bio.tools/simdef,339.0,258.0,306.6
protein naming utility,0.500,"Web-based database for storing and applying naming rules to identify and correct syntactically incorrect protein names, or to replace synonyms with their preferred name. It allows users to generate and manage collections of naming rules, optionally building upon the growing body of rules generated at the J. Craig Venter Institute (JCVI). Users can check their protein names against a selected collection, generating both statistics and corrected names.","['Gene and protein families', 'Ontology and terminology', 'Animals', 'Proteins']",['Database portal'],4.0,,https://bio.tools/protein naming utility,339.0,246.0,301.8
gostag,0.500,"Given a Gene Ontology (GO) and an annotation of genes, significance of the over-representation of the genes within the ontological categories is determined by a Fisher's exact test or modeling according to a hypergeometric distribution. goSTAG uses GO subtrees to tag and annotate genes within a set. goSTAG visualizes the similarities between the over-representation of DEGs by clustering the p-values from the enrichment statistical tests and labels clusters with the GO term.","['Ontology and terminology', 'Microarray experiment', 'Gene expression', 'RNA-seq']",['Library'],0.0,http://bioconductor.org/packages/goSTAG/,https://bio.tools/gostag,339.0,215.0,289.4
g-sesame,0.500,"G-SESAME is a suite of online tools for measuring the semantic similarities of Gene Ontology (GO) terms and the functional similarities of gene products, as well as data mining the GO database.","['Gene and protein families', 'Data mining', 'Molecular interactions, pathways and networks', 'Ontology and terminology']",['Web application'],69.0,,https://bio.tools/g-sesame,339.0,310.0,327.4
pogos,0.500,"Provide simple utilities for querying bhklab PharmacoDB, modeling API outputs, and integrating to cell and compound ontologies.","['Ontology and terminology', 'Pharmacogenomics']",['Library'],0.0,http://bioconductor.org/packages/pogos/,https://bio.tools/pogos,339.0,215.0,289.4
