Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
deepviral,0.250,DeepViral is a tool for the prediction of novel virus–host interactions from protein sequences and infectiousdisease phenotypes.,"['Public health and epidemiology', 'Infectious disease', 'Protein interactions', 'Genotype and phenotype', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/deepviral,528.0,315.0,442.8
avian immunome db,0.250,Avian Immunome DB is a user-friendly interface for extracting genetic information about the avian immune system. The avian immune system is characterised by a cascade of complex biological processes underlaid by more than 1000 different genes.,"['Immunology', 'Gene transcripts', 'Small molecules', 'Ontology and terminology', 'Gene expression']",['Database portal'],0.0,https://gitlab.com/rcmueller/immunomedb,https://bio.tools/avian immunome db,528.0,315.0,442.8
wei2go,0.250,weighted sequence similarity-based protein function prediction.,"['Function analysis', 'Ontology and terminology', 'Proteins']",[],0.0,,https://bio.tools/wei2go,528.0,315.0,442.8
asa-ps,0.250,"Development and validation of a predictive model for American Society of Anesthesiologists Physical Status.

BACKGROUND:The American Society of Anesthesiologists Physical Status (ASA-PS) classification system was developed to categorize the fitness of patients before surgery. Increasingly, the ASA-PS has been applied to other uses including justification of inpatient admission. Our objectives were to develop and cross-validate a statistical model for predicting ASA-PS; and 2) assess the concurrent and predictive validity of the model by assessing associations between model-derived ASA-PS, observed ASA-PS, and a diverse set of 30-day outcomes. METHODS:Using the 2014 American College of Surgeons National Surgical Quality Improvement Program (ACS NSQIP) Participant Use Data File, we developed and internally cross-validated multinomial regression models to predict ASA-PS using preoperative NSQIP data. Accuracy was assessed with C-Statistics and calibration plots","['Surgery', 'Ontology and terminology', 'Statistics and probability', 'Physics']",[],1.0,,https://bio.tools/asa-ps,528.0,338.0,452.0
funcprop,0.250,Novel label propagation techniques applied to many different types of gene and protein data in order to predict protein function via Gene Ontology annotations.,"['Function analysis', 'Systems biology', 'Proteins']",['Command-line tool'],17.0,http://www.mybiosoftware.com/funcprop-function-computational-propagation.html,https://bio.tools/funcprop,528.0,427.0,487.6
tadcompare,0.250,"An R Package for Differential and Temporal Analysis of Topologically Associated Domains.

TADCompare is an R package for differential Topologically Associated Domain (TAD) detection between two Hi-C contact matrices and across a time course, and TAD boundary calling across multiple Hi-C replicates. It has three main functions, TADCompare for differential TAD analysis, TimeCompare for time course analysis, and ConsensusTADs for consensus boundary identification. The DiffPlot function allows for visualizing the differences between two contact matrices.","['DNA', 'Ontology and terminology', 'Epigenetics', 'RNA-Seq', 'Chromosome conformation capture']",[],0.0,https://github.com/cresswellkg/TADCompare_Paper,https://bio.tools/tadcompare,528.0,315.0,442.8
plantcircnet,0.250,"PlantCircNet is a database that provides plant circRNA-miRNA-gene regulatory networks, as well as circRNA information and circRNA expression profiles. It provides convenient search functions for circRNA-associated regulatory networks and enables users to retrieve regulatory interactions of interest by circRNAs, miRNAs and mRNAs across eight model species. Sequences search is also available. And an enrichment analysis tool has been provided for Gene Ontology categories of miRNA targets.","['Molecular interactions, pathways and networks', 'Gene transcripts', 'Functional, regulatory and non-coding RNA', 'Plant biology', 'Ontology and terminology']",[],0.0,,https://bio.tools/plantcircnet,528.0,315.0,442.8
ietd,0.250,"Developing Evidence to Decision Frameworks and an Interactive Evidence to Decision Tool for Making and Using Decisions and Recommendations in Health Care | Evidence-informed health care decisions and recommendations need to be made systematically and transparently. Mediating technology can help manage boundaries between groups making decisions and target audiences, enhancing salience, credibility, and legitimacy for all. This article describes the development of the Evidence to Decision (EtD) framework and an interactive tool to create and use frameworks (iEtD) to support communication in decision making. Methods: Using a human-centered design approach, we created prototypes employing a broad range of methods to iteratively develop EtD framework content and iEtD tool functionality","['Medicines research and development', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/ietd,528.0,315.0,442.8
biojs-vis-gprofiler,0.250,Retrieve most relevant GO terms from g:Profiler and render these as a string cloud.,"['Genetics', 'Ontology and terminology']",['Library'],1.0,,https://bio.tools/biojs-vis-gprofiler,528.0,338.0,452.0
viseago,0.250,a Bioconductor package for clustering biological functions using Gene Ontology and semantic similarity | The main objective of ViSEAGO package is to carry out a data mining of biological functions and establish links between genes involved in the study,"['Functional, regulatory and non-coding RNA', 'Molecular interactions, pathways and networks', 'Ontology and terminology']",[],0.0,,https://bio.tools/viseago,528.0,315.0,442.8
retina,0.250,"Design, development and deployment of a web-based interoperable registry for inherited retinal dystrophies in Portugal.

Design, Development and Deployment of a Web-Based Interoperable Registry for Inherited Retinal Dystrophies in Portugal – the IRD-PT.

Em manutenção...por favor tente mais tarde!.

If you want to know what will expect you here shortly, check out the reel:.

||| COMMON LINK WITH (PUB. & NAME DIFFERENT) bio.tools/Ribopeaks (COM.)

||| CORRECT NAME OF TOOL COULD ALSO BE 'retina.pt', 'Retina Study Group', 'registries increases', 'Retina Study'","['Surgery', 'Public health and epidemiology', 'Rare diseases', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,https://www.retina.com.pt,https://bio.tools/retina,528.0,315.0,442.8
impres,0.250,"Development, application, feasibility and preliminary evaluation of the implementation science research development (ImpRes) tool and guide | BACKGROUND:Designing implementation research can be a complex and daunting task, especially for applied health researchers who have not received specialist training in implementation science. We developed the Implementation Science Research Development (ImpRes) tool and supplementary guide to address this challenge and provide researchers with a systematic approach to designing implementation research. METHODS:A multi-method and multi-stage approach was employed. An international, multidisciplinary expert panel engaged in an iterative brainstorming and consensus-building process to generate core domains of the ImpRes tool, representing core implementation science principles and concepts that researchers should consider when designing implementation research","['Medicines research and development', 'Ontology and terminology', 'Psychiatry']",['Desktop application'],0.0,,https://bio.tools/impres,528.0,315.0,442.8
glycoglyph,0.250,"Welcome to the GlycoGlyph Introduction Tutorial.
A glycan visualizing, drawing and naming application.","['Imaging', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/glycoglyph,528.0,315.0,442.8
gfbio,0.250,"The German Federation for Biological Data was established as a sustainable, national infrastructure to facilitate data sharing for the biological environmental sciences. It supports the complete life cycle of research data management, from planning, through acquisition, to publication. Research data are constantly increasing in both size and complexity, offering not only new analytical possibilities, but also posing new challenges to data processing, integration and safeguarding.","['Data management', 'Ecology', 'Sample collections', 'Ontology and terminology', 'Omics']","['Web API', 'Web application', 'Web service']",0.0,,https://bio.tools/gfbio,528.0,315.0,442.8
netboxr,0.250,"Automated Discovery of Biological Process Modules by Network Analysis in R.

NetBox is a network-based approach that combines prior knowledge with a network clustering algorithm. The algorithm allows for the identification of functional modules and allows for combining multiple data types, such as mutations and copy number alterations. NetBox performs network analysis on human interaction networks, and comes pre-loaded with a Human Interaction Network (HIN) derived from four literature curated data sources, including the Human Protein Reference Database (HPRD), Reactome, NCI-Nature Pathway Interaction (PID) Database, and the MSKCC Cancer Cell Map.

GeneSetEnrichment, GraphAndNetwork, KEGG, Network, NetworkEnrichment, Pathways, Reactome, Software, SystemsBiology.","['Oncology', 'Molecular interactions, pathways and networks', 'Genetic variation', 'Cell biology', 'Ontology and terminology']",['Library'],0.0,,https://bio.tools/netboxr,528.0,315.0,442.8
goeast,0.250,"Gene Ontology Enrichment Analysis (GOEAST) is a toolkit for the identification of over-represented GO terms in a given gene set. Distinguishing features include: capacity to analyze data from various sources and from multiple species, and the capacity to cross compare GO enriched terms across experiments to identify correlations.","['Probes and primers', 'Microarray experiment', 'Ontology and terminology', 'Transcriptomics', 'Gene expression']",['Web application'],425.0,,https://bio.tools/goeast,528.0,560.0,540.8
xenbase,0.250,The model organism database for Xenopus laevis and X. (Silurana) tropicalis.,"['Molecular interactions, pathways and networks', 'Gene transcripts', 'Model organisms', 'Ontology and terminology', 'Gene expression']",['Database portal'],81.0,,https://bio.tools/xenbase,528.0,507.0,519.6
nbrp resources,0.250,"System for collecting, preserving and providing bioresources for use as experimental materials for life science research.","['Mapping', 'Plant biology', 'Zoology', 'Database management', 'Ontology and terminology']",['Database portal'],26.0,,https://bio.tools/nbrp resources,528.0,451.0,497.20000000000005
dcgor,0.250,An R Package for Analysing Ontologies and Protein Domain Annotations.,"['Sequence sites, features and motifs', 'Protein folds and structural domains', 'Ontology and terminology']",['Library'],7.0,,https://bio.tools/dcgor,528.0,389.0,472.40000000000003
sts-nlsp,0.250,"A Network-Based Label Space Partition Method for Predicting the Specificity of Membrane Transporter Substrates Using a Hybrid Feature of Structural and Semantic Similarity.

codes for the membrane transporter paper.

codes for membrane transporter paper:.

model_training_*.py are codes for parameter tuning in a server","['Molecular modelling', 'Drug discovery', 'Small molecules', 'Ontology and terminology', 'Drug metabolism']",[],0.0,,https://bio.tools/sts-nlsp,528.0,315.0,442.8
chewie-ns,0.250,"Chewie Nomenclature Server (chewie-NS) is a web server that allows users to share genome-based gene-by-gene typing schemas and to maintain a common nomenclature, simplifying the comparison of results. The combination between local analyses and a public repository of allelic data strikes a balance between potential confidentiality issues and the need to compare results.","['Imaging', 'Ontology and terminology', 'Genomics', 'Whole genome sequencing']",[],0.0,,https://bio.tools/chewie-ns,528.0,315.0,442.8
easy-hla,0.250,"A validated web application suite to reveal the full details of HLA typing.

Nomenclature for Factors of the HLA System.

The WHO Nomenclature Committee for Factors of the HLA System comprises the following individuals:.

EasyMatch-R is a tool designed to find unrelated donors in silico. We aim to improve efficiency by saving time and resources in HLA labs. From a patientâ€™s HLA typing in input, Easymatch-R displays probability of finding a potential unrelated bone marrow donor according to the required matching level. In addition to the number of expected donors, Easymatch-R provides complementary typings recomendations.
HLA-Upgrade uses the power of haplotypes to predict full high resolution HLA-A, B, C, DRB1, DQB1 genotypes.","['Pathology', 'Surgery', 'Immunoproteins and antigens', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],0.0,http://hla.alleles.org/nomenclature/committee.html,https://bio.tools/easy-hla,528.0,315.0,442.8
dingo,0.250,"Standalone application for Gene Ontology and Human Phenotype Ontology term enrichment analysis.
DiNGO is a standalone application based on open source code from BiNGO a Java based tool aimed to determine which Gene Ontology (GO) categories are overrepresented in a set of genes. DiNGO is a command line application which is able to do GO and HPO term enrichment on a set of genes or proteins. DiNGO is multithreaded application which offers fast processing of large datasets. In addition, the application offers gene/protein identifiers conversion tool as well as automatic download of HPO and GO annotation resources.","['Genotype and phenotype', 'Ontology and terminology', 'Computational chemistry']",['Command-line tool'],0.0,https://github.com/radoslav180/DiNGO,https://bio.tools/dingo,528.0,315.0,442.8
coexp web,0.250,"CoExp Webpage is a web platform that enables the exploitation of co-expression networks. CoExp currently offers 109 co-expression models focused on brain transcriptomics with plans to expand its scope. It is a powerful, easy to use and innovative tool for gene set annotation across a variety of brain specific transcriptomicdata sets. CoExp makes co-expression models visually manageable, accessible and easily exploitable to the scientific community.","['Genetics', 'Ontology and terminology', 'Cell biology']",['Web application'],0.0,https://github.com/SoniaRuiz/CoExp_Web,https://bio.tools/coexp web,528.0,315.0,442.8
bio2bel,0.250,Integration of Structured Biological Data Sources using Biological Expression Language.,"['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Cheminformatics']",['Library'],0.0,https://github.com/bio2bel/bio2bel,https://bio.tools/bio2bel,528.0,315.0,442.8
pyiomica,0.250,"Longitudinal Omics Analysis and Trend Identification.

This repository contains PyIOmica, a Python package that provides bioinformatics utilities for analyzing (dynamic) omics datasets. PyIOmica extends MathIOmica usage to Python and implements new visualizations and computational tools for graph analyses. The documentation is available at Read the Docs: https://pyiomica.readthedocs.io/en/latest/.

Welcome to PyIOmica’s documentation! — pyiomica 1.1.2 documentation.

Free document hosting provided by Read the Docs","['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Bioinformatics']",[],0.0,,https://bio.tools/pyiomica,528.0,315.0,442.8
onclass,0.250,"Unifying single-cell annotations based on the Cell Ontology.

Single cell typing based on cell ontology.

please see the document of OnClass at https://onclass.readthedocs.io/en/latest/","['RNA-Seq', 'Ontology and terminology', 'Transcriptomics', 'Cell biology']",['Command-line tool'],0.0,https://github.com/wangshenguiuc/OnClass,https://bio.tools/onclass,528.0,315.0,442.8
goblet,0.250,"BLAST one or more protein or nucleotide sequences against databases that have sequences mapped to Gene Ontology (GO) terms.  Results can be viewed for individual sequences, or as survey statistics for the group if more than one sequence is submitted.","['Sequencing', 'Sequence analysis', 'Mapping', 'Proteins', 'Ontology and terminology']",['Web application'],143.0,https://jib.tools/details.php?id=53,https://bio.tools/goblet,528.0,533.0,530.0
funmappone,0.250,User-friendly graphical interface that allows to visualize and summarize the functional annotations of one or multiple molecular biology experiments at once.,"['Molecular interactions, pathways and networks', 'Model organisms', 'Ontology and terminology']",['Desktop application'],4.0,https://github.com/Greco-Lab/FunMappOne/issues,https://bio.tools/funmappone,528.0,374.0,466.4
rulego,0.250,RuleGO is a web tool for description of gene groups by means of Gene Ontology. The user is able to describe gene groups on the basis of logical rules that include GO-terms in their premises.,"['Gene and protein families', 'Ontology and terminology', 'Gene expression']",['Web application'],10.0,,https://bio.tools/rulego,528.0,405.0,478.8
morphdb,0.250,"Prioritizing Genes for Specialized Metabolism Pathways and Gene Ontology Categories in Plants.

1. MORPH bulk run command line interface.

Get MORPH candidate gene predictions for your gene(s) of interest.

2. Install morph-bulk using Singularity (recommended).

Get MORPH candidate gene predictions for your pathway or GO term of interest for your favourite organism(s). Make a MORPH network for your process of interest.

3. Install morph-bulk the classical way.

Perform complex SPARQL queries on MORPH prediction data.

rdf Generate RDF graph (for MorphDB).","['Endocrinology and metabolism', 'Molecular interactions, pathways and networks', 'Plant biology', 'Ontology and terminology', 'Gene expression']",[],1.0,https://github.com/arzwa/morph-bulk,https://bio.tools/morphdb,528.0,338.0,452.0
rdrf,0.250,"The Rare Disease Registry Framework (RDRF) is an open source tool for the creation of web-based patient registries. It enables to create and modify registries without changes to the programming code. It has many features which include its ability to create multiple registries within the same framework, patients are defined once, and the ability for curators to create data elements dynamically well after the registry has been defined.","['Pathology', 'Rare diseases', 'Database management', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],18.0,,https://bio.tools/rdrf,528.0,430.0,488.8
snomed ct,0.250,"Web-based browser with comprehensive, scientifically validated clinical healthcare terminology. Enables consistent representation of clinical content in electronic health records.","['Rare diseases', 'Biobank', 'Ontology and terminology']","['Web application', 'Web service']",3.0,,https://bio.tools/snomed ct,528.0,364.0,462.4
lipidlynxx,0.250,"A data transfer hub to support integration of large scale lipidomics datasets.

The LipidLynxX project is aimed to provide a unified identifier for major lipids, especially oxidized lipids in the epilipidome.

LipidLynxX on LIPID MAPS® Lipidomics Gateway.

A robust and accurate converter can only be achieved by community-wide collaborations, thus any issue reports from general users and developers are welcome and will improve LipidLynxX project.","['Endocrinology and metabolism', 'Lipids', 'Molecular interactions, pathways and networks', 'Proteomics', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/lipidlynxx,528.0,315.0,442.8
snackvar,0.250,"SnackVar is a free software for Sanger sequencing analysis in clinical environment.

When a higher value of gap opening penalty is required, SnackVar automatically applies a higher gap opening penalty and notifies the user with a popup that the heterozygous indel optimization mode is activated.","['Ontology and terminology', 'Sequencing', 'Genetic variation']",[],0.0,,https://bio.tools/snackvar,528.0,315.0,442.8
varimerge,0.250,"Building large updatable colored de Bruijn graphs via merging | VARI-merge is a pair of tools (vari-merge and color-merge) capable of merging the succinct colored de Bruijn graphs produced by VARI. The VARI-merge branch includes all of VARI | Cosmo is a fast, low-memory DNA assembler that uses a succinct de Bruijn graph | VARI is an extension to Cosmo and supports offline construction of succinct colored de Bruijn graphs. It can be found in the VARi branch, however all the components are also in this branch. You should use this branch for the VARI tools because it includes an important bugfix: Palendromes are not duplicated during the revcomp generation phase of succinct de Bruijn graph construction","['Metagenomics', 'Ontology and terminology']",[],0.0,,https://bio.tools/varimerge,528.0,315.0,442.8
sinopedia,0.250,"Linked Data Services platform for decentralized knowledge base | LodView is a powerful RDF viewer, IRI dereferencer and opensource SPARQL navigator | It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English | Lorem Ipsum is simply dummy text of the printing and typesetting industry","['Ontology and terminology', 'Natural language processing', 'Machine learning']",[],0.0,,https://bio.tools/sinopedia,528.0,315.0,442.8
generic go term finder,0.250,A tool for finding significant GO terms shared among a list of genes from your organism of choice.,['Ontology and terminology'],['Web application'],1009.0,,https://bio.tools/generic go term finder,528.0,581.0,549.2
sibils,0.250,"RESTful customizable search engines in biomedical literature, enriched with automatically mapped biomedical concepts.

COVID-19 outbreak: explore our literature triage interface and APIs.","['Literature and language', 'Ontology and terminology', 'Bioinformatics', 'Workflows', 'Personalised medicine']",[],0.0,,https://bio.tools/sibils,528.0,315.0,442.8
goa_gubbar,0.250,Sorts protein identifications under GOA slim terms.,"['Proteomics', 'Ontology and terminology', 'Proteomics experiment']",['Command-line tool'],0.0,http://ms-utils.org,https://bio.tools/goa_gubbar,528.0,315.0,442.8
predictprotein open,0.250,Prediction of various aspects of protein structure and function. A user may submit a query to the server without registration.,"['Sequence analysis', 'Function analysis', 'Machine learning', 'Structure analysis', 'Proteins', 'Data mining', 'Ontology and terminology', 'Data visualisation']",['Web application'],1452.0,,https://bio.tools/predictprotein open,528.0,585.0,550.8
biwalklda,0.250,"A novel algorithm based on bi-random walks to identify disease-related lncRNAs.

EMAIL: jhu@nwpu.edu.cn, yiqun.gao@nwpu-bioinformatics.com.

This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License as published by the Free Software Foundation, either version 3 of the License, or (at your option) any later version.

BiWalkLDA.m: BiwalkLDA framework to predict potential lncRNA-disease association.

normFun.m: Laplacian normalization","['Pathology', 'Oncology', 'Molecular interactions, pathways and networks', 'Functional, regulatory and non-coding RNA', 'Ontology and terminology']",[],3.0,,https://bio.tools/biwalklda,528.0,364.0,462.4
bel commons,0.250,Environment for exploration and analysis of networks encoded in Biological Expression Language.,"['Molecular interactions, pathways and networks', 'Environmental science', 'Ontology and terminology']",['Web application'],4.0,https://github.com/bel-commons,https://bio.tools/bel commons,528.0,374.0,466.4
ontogetdown,0.250,Get ontology term(s) by parent id.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetdown,528.0,609.0,560.4000000000001
phen2gene,0.250,"Phen2Gene is a phenotype-driven gene prioritization tool, that takes HPO (Human Phenotype Ontology) IDs as inputs, searches and prioritizes candidate causal disease genes. It is distributed under the MIT License by Wang Genomics Lab. Additionally, we have provided a web server and an associated RESTful API service for running Phen2Gene. Finally, a mobile app for Phen2Gene and several other genetic diagnostic tools from our lab is being tested and will be available soon.","['Natural language processing', 'Gene transcripts', 'Rare diseases', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,https://github.com/WGLab/Phen2Gene,https://bio.tools/phen2gene,528.0,315.0,442.8
genvisage,0.250,"Rapid Identification of Discriminative and Explainable Feature Pairs for Genomic Analysis.

Genvisage - Rapid Identification of Discriminative Feature Pairs for Genomic Analysis.","['Ontology and terminology', 'Transcriptomics', 'Transcription factors and regulatory sites']",['Web application'],0.0,https://github.com/KnowEnG/Genvisage,https://bio.tools/genvisage,528.0,315.0,442.8
genosurf,0.250,metadata driven semantic search system for integrated genomic datasets.,"['Database management', 'Epigenomics', 'Ontology and terminology']",['Web application'],2.0,http://www.bioinformatics.deib.polimi.it/genosurf/dump/,https://bio.tools/genosurf,528.0,350.0,456.8
ols dialog,0.250,Java front end to the Ontology Lookup Service allowing easy access to an extensive list of biomedical ontologies.,"['Genetics', 'Ontology and terminology', 'Data submission, annotation and curation']",['Desktop application'],10.0,http://www.mybiosoftware.com/ols-dialog-3-4-0-java-front-ontology-lookup-service.html,https://bio.tools/ols dialog,528.0,405.0,478.8
cbo,0.250,"Cell Behavior Ontology, is designed to describe multi-cell computational models. In particular to describe both the existential behaviors of cells (spatiality, growth, movement, adhesion, death, …) and computational models of those behaviors. It is an OWL-2 ontology developed in Protégé 4.","['Computational biology', 'Ontology and terminology', 'Cell biology']",['Command-line tool'],13.0,http://www.mybiosoftware.com/cbo-1-0-1-describing-the-intrinsic-biological-behaviors-of-real-and-model-cells.html,https://bio.tools/cbo,528.0,417.0,483.6
shinygo,0.250,ShinyGO is a graphical enrichment tool for animals and plants.,"['Molecular interactions, pathways and networks', 'Plant biology', 'Zoology', 'Ontology and terminology', 'Gene expression']",[],0.0,,https://bio.tools/shinygo,528.0,315.0,442.8
parameciumdb,0.250,"Online community database for Paramecium species. Contains annotation of genome sequences and features, genome-wide data sets, advanced capabilities to query, retrieve, visualize and compare data.","['Sequence sites, features and motifs', 'Sequence analysis', 'Molecular genetics', 'Model organisms', 'Ontology and terminology']",['Database portal'],62.0,,https://bio.tools/parameciumdb,528.0,498.0,516.0
phenoscape,0.250,Phenoscape is a Logical Model of Homology for Comparative Biology.,"['Anatomy', 'Molecular modelling', 'Phylogeny', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,https://github.com/phenoscape/phenoscape-owl-tools,https://bio.tools/phenoscape,528.0,315.0,442.8
aber-owl,0.250,Framework for automatically accessing information that is annotated with ontologies or contains terms used to label classes in ontologies.,"['Ontology and terminology', 'Data submission, annotation and curation']",['Database portal'],37.0,,https://bio.tools/aber-owl,528.0,474.0,506.40000000000003
transsynw,0.250,"A single-cell RNA-sequencing based web application to guide cell conversion experiments.

Convert between cell subtypes by using single-cell data to identify an optimal, subtype-specific set of core transcription factors personalized for your own human or mouse cell study.

Starting cell population: Select or upload a tab-separated file with the single-cell gene expression data from the cell type you started your differentiation protocol from. Genes should be labeled according to the Gene Symbols nomenclature.","['Transcription factors and regulatory sites', 'RNA-Seq', 'Cell biology', 'Regenerative medicine', 'Ontology and terminology']",[],0.0,https://git-r3lab.uni.lu/mariana.ribeiro/transsynw,https://bio.tools/transsynw,528.0,315.0,442.8
meccog,0.250,A knowledge representation framework for genetic disease mechanism.,"['Pathology', 'Molecular interactions, pathways and networks', 'Machine learning', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/meccog,528.0,315.0,442.8
superfamily,0.250,"It provides protein domain assignments at the structural classification of protein superfamily level for completely sequenced genomes, metagenomes and other gene collections such as UniProt. Our scoring component now uses HMMER3. A cloud-based pipeline was implemented and is publicly available. The SUPERFAMILY reference tree of life has been improved allowing the user to highlight a chosen superfamily, family or domain architecture on the tree of life.","['Gene and protein families', 'Metagenomics', 'Protein folds and structural domains', 'Genotype and phenotype', 'Ontology and terminology']",['Database portal'],91.0,,https://bio.tools/superfamily,528.0,513.0,522.0
phexpo,0.250,"Phexpo a package for bidirectional enrichment analysis of phenotypes and chemicals.

Phexpo is an R package for enrichment analysis of phenotypes (from the Human Phenotype Ontology(Köhler et al., 2019)) and chemicals.","['Toxicology', 'Molecular interactions, pathways and networks', 'Small molecules', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,,https://bio.tools/phexpo,528.0,315.0,442.8
the comprehensive antibiotic resistance database (card),0.250,Antibiotic resistome surveillance with the comprehensive antibiotic resistance database.,"['Metagenomics', 'Public health and epidemiology', 'Ontology and terminology', 'DNA polymorphism', 'Whole genome sequencing']",['Database portal'],0.0,https://card.mcmaster.ca/genomes,https://bio.tools/the comprehensive antibiotic resistance database (card),528.0,315.0,442.8
inaturalist,0.250,Methods for broad-scale plant phenology assessments using citizen scientists’ photographs | iNaturalist.org is a joint initiative of the California Academy of Sciences and the National Geographic Society | Explore and share your observations from the natural world,"['Biodiversity', 'Plant biology', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/inaturalist,528.0,315.0,442.8
pageman,0.250,PageMan is a tool to get a quick overview of multiparallel experiments. PageMan also helps comparing experiments from different organisms.,"['Organisms', 'Ontologies']",['Desktop application'],221.0,http://www.mybiosoftware.com/pageman-0-12-annotates-investigates-condenses-microarray-data-context-functional-ontologies.html,https://bio.tools/pageman,528.0,545.0,534.8
ontocount,0.250,Count ontology term(s).,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontocount,528.0,609.0,560.4000000000001
gbol,0.250,"The Empusa code generator and its application to GBOL.

GBOL; Genome Biology Ontology Language.

To enable interoperability of genome annotations, we have developed the Genome Biology Ontology Language (GBOL) and associated stack (GBOL stack).

A group is a collection of several projects.

If you organize your projects under a group, it works like a folder.","['Model organisms', 'Ontology and terminology', 'Cell biology', 'Genomics']",['Ontology'],1.0,http://www.gitlab.com/GBOL,https://bio.tools/gbol,528.0,338.0,452.0
fobi,0.250,FOBI (Food-Biomarker Ontology) an ontology to represent food intake data and associate it with metabolomic data. It is composed of  two interconnected sub-ontologies. One is a “Food Ontology” consisting of raw foods and prepared foods while the second is a “Biomarker Ontology” containing food intake biomarkers classified by their chemical classes.,"['Small molecules', 'Metabolomics', 'Biomarkers', 'Nutritional science', 'Ontology and terminology']",['Ontology'],0.0,https://polcastellano.shinyapps.io/FOBI_Visualization_Tool/,https://bio.tools/fobi,528.0,315.0,442.8
hyper,0.250,An R Package for Geneset Enrichment Workflows | Please visit https://montilab.github.io/hypeR-docs/ | hypeR currently requires the latest version of R (>= 3.6.0) to be installed directly from Github or Bioconductor. To install with R (>= 3.5.0) see below. Use with R (< 3.5.0) is not recommended,"['Workflows', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/hyper,528.0,315.0,442.8
list ontologies,0.250,This service returns the Ontologies registered on the NIF Ontoquest Server.,"['Data management', 'Ontology and terminology']",['Web API'],0.0,https://www.biocatalogue.org/services/2713,https://bio.tools/list ontologies,528.0,315.0,442.8
spex2,0.250,"An automatic system for embryonic ISH image processing, which can extract, transform, compare, classify and cluster spatial gene expression patterns in Drosophila embryos.","['Genetics', 'Ontology and terminology', 'RNA', 'Gene expression']","['Command-line tool', 'Workflow']",28.0,http://www.mybiosoftware.com/spex2-automated-concise-extraction-spatial-gene-expression-patterns-fly-embryo-ish-image.html,https://bio.tools/spex2,528.0,455.0,498.8
clin-ik-links,0.250,"CLIN-IK-LINKS is a web-based platform that enables users to create, modify and delete mappings as well as to define and execute workflows. The CLIN-IK-LINKS platform allows the composition and execution of clinical data transformation workflows to convert EHR data into EHR and/or semantic web standards.","['Workflows', 'Mapping', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/clin-ik-links,528.0,315.0,442.8
plant experimental assay ontology (peao),0.250,"The Plant domain has been the subject of several attempts to structure and formally define terms and corresponding relations, such as their anatomical features, developmental stages, and the application of particular experimental procedures to a biological problem.  An ontology dedicated to the description of these experimental procedures, regardless of the scientific questions that prompted the assays. This ontology includes entities from three distinct realms (biological, physical and data), which include both experimental products, their relations and the protocols describing their manipulation.","['Plant biology', 'Ontology and terminology']",['Ontology'],0.0,https://bitbucket.org/PlantExpAssay/ontology/issues?status=new&status=open,https://bio.tools/plant experimental assay ontology (peao),528.0,315.0,442.8
jprogo,0.250,Tool for the functional interpretation of prokaryotic microarray data using Gene Ontology information.,"['Model organisms', 'Ontology and terminology', 'Microarray experiment', 'Gene expression']",['Web application'],26.0,,https://bio.tools/jprogo,528.0,451.0,497.20000000000005
udsmprot,0.250,"UDSMProt is an algorithm for the classification of proteins based on the sequence of amino acids alone. Its key component is a self-supervised pretraining step based on a language modeling task. The model is then subsequently finetuned to specific classification tasks. In our paper we considered enzyme class classification, gene ontology prediction and remote homology detection showcasing the excellent performance of UDSMProt.","['Gene and protein families', 'Natural language processing', 'Small molecules', 'Enzymes', 'Ontology and terminology']",[],0.0,,https://bio.tools/udsmprot,528.0,315.0,442.8
