Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
bcftools_view,0.167,Convert BCF format to VCF format.,['Sequencing'],['Web application'],626.0,https://galaxy.pasteur.fr/tool_runner?tool_id=toolshed.pasteur.fr/repos/fmareuil/bcftools/bcftools_view/1.0.0,https://bio.tools/bcftools_view,3480.0,4224.0,3777.6000000000004
bpbaac,0.167,"A classifier, was developed and trained using Support Vector Machine (SVM) based on the Aac feature extracted using a Bi-profile Bayes model.","['Small molecules', 'Protein folding, stability and design', 'Statistics and probability']",['Web application'],58.0,http://www.mybiosoftware.com/bpbaac-t3s-effector-prediction-tool-based-position-specific-amino-acid-composition-features-n-termini.html,https://bio.tools/bpbaac,3480.0,3578.0,3519.2
regutools,0.167,"Programmatic access to bacterial regulatory networks with regutools.

The goal of regutools is to provide an R interface for extracting and processing data from RegulonDB. This package was created as a collaboration by members of the Community of Bioinformatics Software Developers (CDSB in Spanish).

regutools: an R package for data extraction from RegulonDB.

RegulonDB has collected, harmonized and centralized data from hundreds of experiments for nearly two decades and is considered a point of reference for transcriptional regulation in Escherichia coli K12.","['Transcription factors and regulatory sites', 'Gene regulation', 'Molecular interactions, pathways and networks', 'Gene structure']",[],0.0,http://github.com/ComunidadBioInfo/regutools,https://bio.tools/regutools,3480.0,2330.0,3020.0
jphyloio,0.167,"An open source Java library for reading and writing various tree and alignment formats. Application developers are able to implement format-independent data processing by including event based readers via the abstract strategy pattern. All readers are designed to deal with large amounts of data (alignments with many and/or very long sequences, large trees) without using a great amount of resources (CPU or RAM).","['Computational biology', 'Biology', 'Phylogenetics']",['Library'],5.0,https://twitter.com/bioinfweb,https://bio.tools/jphyloio,3480.0,2753.0,3189.2
spnconverter,0.167,Automatically convert networks for analysis with the SPN simulator from the standard systems biology markup language (SBML) to Graphml format.,"['Biology', 'Networks', 'Systems biology']",['Command-line tool'],2.0,http://www.mybiosoftware.com/spnconverter-1-0-tool-to-convert-graphs-into-graphml-format.html,https://bio.tools/spnconverter,3480.0,2549.0,3107.6
beetl,0.167,Suite of applications for building and manipulating the Burrows-Wheeler Transform (BWT) of collections of DNA sequences. The algorithms employed are intended to scale to collections of sequences containing one billion entries or more.,"['DNA', 'Sequence analysis']",['Command-line tool'],9.0,http://www.mybiosoftware.com/beetl-0-10-burrows-wheeler-extended-tool-library.html,https://bio.tools/beetl,3480.0,2896.0,3246.4
key pathway miner,0.167,"Extracts all maximal connected sub-networks that contain the genes that are differentially expressed. The exact quantities are modeled with two easy-to-interpret parameters (K, L) that allows the user to control the number of outliers (not dysregulated genes/cases) in the solutions. We developed two slightly varying models (INES and GLONE) that fall into the class of NP-Hard optimization problems.","['Biomarkers', 'Omics', 'Systems biology']","['Command-line tool', 'Desktop application']",18.0,,https://bio.tools/key pathway miner,3480.0,3158.0,3351.2
nimbleminer,0.167,"An Open-Source Nursing-Sensitive Natural Language Processing System Based on Word Embedding | This study develops and evaluates an open-source software (called NimbleMiner) that allows clinicians to interact with word embedding models with a goal of creating lexicons of similar terms. As a case study, the system was used to identify similar terms for patient fall history from homecare visit notes (N = 1 149 586) extracted from a large US homecare agency. Several experiments with parameters of word embedding models were conducted to identify the most time-effective and high-quality model. Models with larger word window width sizes (n = 10) that present users with about 50 top potentially similar terms for each (true) term validated by the user were most effective. NimbleMiner can assist in building a thorough vocabulary of fall history terms in about 2 hours",['Natural language processing'],['Command-line tool'],0.0,,https://bio.tools/nimbleminer,3480.0,2330.0,3020.0
pvctools,0.167,"parallel variation calling tools.

PVCTools is Parallel Variation Calling Tools, which tries to call variation using multiple threads. Basically, the reference genome will be splited into small pieces, and corresponding alignment BAM files will be extracted. Under this way, it will speed up the process of variation calling a lot","['Sequencing', 'Systems biology', 'Transcriptomics', 'Bioinformatics', 'Plant biology']",[],0.0,,https://bio.tools/pvctools,3480.0,2330.0,3020.0
reqon,0.167,Algorithm for recalibrating the base quality scores for aligned sequencing data in BAM format.,['Data quality management'],"['Command-line tool', 'Library']",8.0,,https://bio.tools/reqon,3480.0,2868.0,3235.2
convpath,0.167,"A software tool for lung adenocarcinoma digital pathological image analysis aided by a convolutional neural network.

BACKGROUND:The spatial distributions of different types of cells could reveal a cancer cell's growth pattern, its relationships with the tumor microenvironment and the immune response of the body, all of which represent key ""hallmarks of cancer"". However, the process by which pathologists manually recognize and localize all the cells in pathology slides is extremely labor intensive and error prone. METHODS:In this study, we developed an automated cell type classification pipeline, ConvPath, which includes nuclei segmentation, convolutional neural network-based tumor cell, stromal cell, and lymphocyte classification, and extraction of tumor microenvironment-related features for lung cancer pathology images.","['Cell biology', 'Pathology', 'Imaging', 'Machine learning']",['Desktop application'],0.0,,https://bio.tools/convpath,3480.0,2330.0,3020.0
gad,0.167,"A Python script for dividing genome annotation files into feature-based files.
A python script for extracting genome features from GTF/GFF3.","['Gene expression', 'Gene transcripts', 'Plant biology', 'Sequence assembly', 'Genomics']","['Script', 'Command-line tool']",0.0,https://github.com/bio-projects/GAD/issues,https://bio.tools/gad,3480.0,2330.0,3020.0
isom-gsn,0.167,"An integrative approach for transforming multi-omic data into gene similarity networks via self-organizing maps.

To replicate the algorithm use the following steps:.","['Microarray experiment', 'Epigenetics', 'Oncology', 'Gene expression', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/isom-gsn,3480.0,2330.0,3020.0
topicnet,0.167,"a framework for measuring transcriptional regulatory network change.

Topicnet uses a method called TopicNet that applies latent Dirichlet allocation to extract functional topics for a collection of genes regulated by a given TF","['Gene regulation', 'Epigenomics', 'Molecular interactions, pathways and networks', 'Transcription factors and regulatory sites', 'Immunoprecipitation experiment']",[],0.0,,https://bio.tools/topicnet,3480.0,2330.0,3020.0
aiida,0.167,"Sophisticated framework designed from scratch to be a flexible and scalable infrastructure for computational science. Being able to store the full data provenance of each simulation, and based on a tailored database solution built for efficient data mining implementations, AiiDA gives the user the ability to interact seamlessly with any number of HPC machines and codes thanks to its flexible plugin interface, together with a powerful workflow engine for the automation of simulations.","['Simulation experiment', 'Data mining', 'Computational chemistry', 'Cheminformatics']",['Command-line tool'],0.0,https://github.com/aiidateam/aiida_core,https://bio.tools/aiida,3480.0,2330.0,3020.0
fishalyser,0.167,"This software provides functionality to process and analyse digital cell culture images, in particular to quantify FISH probes within nuclei. Furthermore, it extract the spatial location of each nucleus as well as each probe enabling spatial co-localisation analysis.","['Cell biology', 'Imaging']","['Command-line tool', 'Library']",671.0,,https://bio.tools/fishalyser,3480.0,4332.0,3820.8
tab2mage,0.167,"A software package written and supported by the ArrayExpress curation team, which aims to ease the process of submitting large microarray experiment datasets to our public repository database. It uses a flexible spreadsheet format for MIAME annotation of microarray experiments. The spreadsheets may be submitted directly to ArrayExpress, or used to generate MAGE-ML for data exchange.","['Data submission, annotation and curation', 'Microarray experiment', 'Gene expression']",['Command-line tool'],140.0,http://www.mybiosoftware.com/tab2mage-2-2-2-generate-mage-ml-mage-tab-document.html,https://bio.tools/tab2mage,3480.0,3874.0,3637.6000000000004
cerc,0.167,"content extraction, recognition, and construction system (CERC) is a web-based summarization and visualization tool, CERC (https://newton.isye.gatech.edu/CERC1/), for extracting salient information from clinical and biomedical text. The system ranks sentences by relevance and includes features that can facilitate early detection of medical risks in a clinical setting.","['Personalised medicine', 'Medical imaging', 'Neurology', 'Machine learning', 'Natural language processing']",['Web application'],0.0,,https://bio.tools/cerc,3480.0,2330.0,3020.0
emgb,0.167,EMGB is a CWL-based workflow for metagenomics analyses including a web-based interface for filtering ind querying analysis results,['Metagenomics'],['Web application'],0.0,https://bibiserv.cebitec.uni-bielefeld.de/resources/emgb/,https://bio.tools/emgb,3480.0,2330.0,3020.0
dia-umpire,0.167,"DIA-Umpire is an open source Java program for computational analysis of data independent acquisition (DIA) mass spectrometry-based proteomics data. It enables untargeted peptide and protein identification and quantitation using DIA data, and also incorporates targeted extraction to reduce the number of cases of missing quantitation.","['Proteomics', 'Proteomics experiment']",['Command-line tool'],167.0,https://sourceforge.net/projects/diaumpire/,https://bio.tools/dia-umpire,3480.0,3927.0,3658.8
ndd,0.167,"Drug-Drug Interaction Predicting by Neural Network Using Integrated Similarity | Link of paper: https://www.nature.com/articles/s41598-019-50121-3 A Novel Method For Predicting Drug-Drug Interaction By Neural Network Due to the great importance of this issue in the economy, industry, and health, proposing appropriate computational methods for predicting unknown DDI with high precision is challenging. We propose a novel machine learning method for predicting unknown DDIs called ""NDD"", using a two-layer fully connected neural network. NDD uses various characteristics of drugs to have comprehensive information. Multiple drug similarities are calculated. NDD integrat various drug similarities with a non-linear similarity fusion method called ""SNF"" to achieve high-level features. Dependency: python version 3.5.3 deep learning lib keras: https://github.com/fchollet/keras/ machine learning lib scikit-learn: https://github.com/scikit-learn/scikit-learn Contact: nasim.rohani74@gmail.com","['Small molecules', 'Molecular interactions, pathways and networks', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/ndd,3480.0,2330.0,3020.0
bamsi,0.167,"The BAM Search Infrastructure - is a tool for extracting data from the 1000 Genomes phase 3 set of mapped reads (BAM files). It is a filtering tool - subsets of the ~60TB data can be specied and downloaded via the browser, with no need to download the entire data set.","['Human genetics', 'Next generation sequencing']",['Web application'],0.0,,https://bio.tools/bamsi,3480.0,2330.0,3020.0
mettailor,0.167,Software package that performs post-extraction processing steps such as cross-sample realignment and data normalization that are specifically designed to account for the experimental factors from chromatographic separation and MS analysis.,"['Metabolomics', 'Molecular interactions, pathways and networks']",['Command-line tool'],2.0,http://www.mybiosoftware.com/mettailor-dynamic-block-summary-and-data-normalization-for-robust-analysis.html,https://bio.tools/mettailor,3480.0,2549.0,3107.6
extractcentralregions,0.167,Extract central regions of ChIP-seq peaks.,['ChIP-seq'],['Web application'],523.0,https://galaxy.pasteur.fr/tool_runner?tool_id=toolshed.pasteur.fr/repos/fmareuil/extractcentralregions/extractCentralRegions/1.0,https://bio.tools/extractcentralregions,3480.0,4202.0,3768.8
subphospred,0.167,"Web server that could predict phosphosrylation sites in different subcellular compartments (SCs) of homo sapiens, which combines a novel discrete wavelet transform (DWT) strategy with support vector machine (SVM) approach to identify phosphorylation sites for different SCs in human.","['Protein sites, features and motifs', 'Proteins', 'Sequence analysis']",['Web application'],10.0,http://www.mybiosoftware.com/subphospred-prediction-of-phosphosrylation-sites.html,https://bio.tools/subphospred,3480.0,2932.0,3260.8
rnamountalign,0.167,"Efficient software for local, global, semiglobal pairwise and multiple RNA sequence/structure alignment.

RNA sequence/structure alignment.

RNAmountAlign is a novel algorithm for RNA sequence structure pairwise alignment, that runs in O(n 3 ) time and O(n 2 ) space; moreover, our software returns a p-value (transformable to expect value E) based on Karlin-Altschul statistics as well as parameter fitting.","['Nucleic acid structure analysis', 'RNA-Seq', 'Sequence analysis', 'RNA', 'Statistics and probability']",[],0.0,,https://bio.tools/rnamountalign,3480.0,2330.0,3020.0
sam_to_bam,0.167,Converts SAM format to BAM format.,['Sequencing'],['Web application'],14126.0,https://galaxy.pasteur.fr/tool_runner?tool_id=toolshed.pasteur.fr/repos/fmareuil/samtobam/sam_to_bam/0.1.19,https://bio.tools/sam_to_bam,3480.0,4518.0,3895.2
gsc,0.167,"An Online Calculator for the Prediction of Survival in Glioblastoma Patients Using Classical Statistics and Machine Learning.

BACKGROUND:Although survival statistics in patients with glioblastoma multiforme (GBM) are well-defined at the group level, predicting individual patient survival remains challenging because of significant variation within strata. OBJECTIVE:To compare statistical and machine learning algorithms in their ability to predict survival in GBM patients and deploy the best performing model as an online survival calculator. METHODS:Patients undergoing an operation for a histopathologically confirmed GBM were extracted from the Surveillance Epidemiology and End Results (SEER) database (2005-2015) and split into a training and hold-out test set in an 80 20 ratio","['Surgery', 'Statistics and probability', 'Public health and epidemiology', 'Machine learning']",['Web application'],4.0,,https://bio.tools/gsc,3480.0,2692.0,3164.8
dmeas,0.167,"DMEAS is a user-friendly DNA methylation analysis tool for DNA methylation pattern extraction, DNA methylation level estimation, DNA methylation entropy analysis and multi-sample comparison. It was developed in order to assess the DNA methylation variations for a given genomic locus or genome-wide methylation data.","['DNA methylation', 'DNA']",['Desktop application'],12.0,http://www.mybiosoftware.com/dmeas-2012-dna-methylation-entropy-analysis-software.html,https://bio.tools/dmeas,3480.0,3000.0,3288.0
dsrc,0.167,Compression algorithm for genomic data in FASTQ format,['Data management'],['Command-line tool'],88.0,,https://bio.tools/dsrc,3480.0,3719.0,3575.6000000000004
corderly,0.167,"The CORDERLY software analyses colloidal ordering via the 2D fast Fourier transform, the radial distribution function, the spatial distribution function, and the angular distribution. The spatial distribution function plots the resulting analysis in Cartesian and polar coordinates (angular distribution).","['Imaging', 'Sequence assembly', 'Molecular interactions, pathways and networks']",['Desktop application'],0.0,,https://bio.tools/corderly,3480.0,2330.0,3020.0
phire,0.167,Phage In silico Regulatory Elements (PHIRE) is a standalone program in Visual Basic which performs a string-based search on bacteriophage genome sequences discovering and extracting blocks displaying sequence similarity corresponding to conserved regulatory elements contained within these genomes.,"['Sequencing', 'Protein interaction experiment', 'Gene regulation', 'Sequence analysis', 'Genomics']",['Web application'],53.0,,https://bio.tools/phire,3480.0,3544.0,3505.6000000000004
gemmer,0.167,"GEMMER (GEnome-wide tool for Multi-scale Modeling data Extraction and Representation), a web-based data-integration tool that facilitates high quality visualization of physical, regulatory and genetic interactions between proteins/genes in Saccharomyces cerevisiae.","['Imaging', 'Molecular interactions, pathways and networks', 'Gene expression']",['Web application'],0.0,https://github.com/barberislab/GEMMER,https://bio.tools/gemmer,3480.0,2330.0,3020.0
smog,0.167,"> HOMEPAGE MISSING! | > NAME EQUAL TO (PUB. DIFFERENT) bio.tools/smog | A Lightweight Tool for Object-Spreadsheet Mapping | In the life science domain, experts are usually familiar with spreadsheet software and often use it in their daily work to collect and structure required domain knowledge. The processing and analysis of spreadsheet data is an important task that must be supported by efficient software solutions. A typical application scenario is for example an integration of spreadsheet data (specified or derived) in an ontology to provide reasoning or search. Different converter tools were developed to support a spreadsheet-to-ontology transformation. Such tools allow often only a relatively simple structure of the spreadsheet template or they require complex mapping processes to map the spreadsheet and ontological entities","['Ontology and terminology', 'Biology']",[],0.0,,https://bio.tools/smog,3480.0,2330.0,3020.0
bsm-arc,0.167,"The Biological Structure Model Archive (BSM-Arc) aims to collect raw data obtained via in silico methods related to structural biology, such as computationally modeled 3D structures and molecular dynamics trajectories. Since BSM-Arc does not enforce a specific data format for the raw data, depositors are free to upload their data without any prior conversion. Besides uploading raw data, BSM-Arc enables depositors to annotate their data with additional explanations and figures. It is possible to recreate 3D scenes as shown in the corresponding scientific article in an interactive manner.","['Small molecules', 'Molecular modelling', 'Molecular dynamics', 'Electron microscopy']",['Database portal'],0.0,,https://bio.tools/bsm-arc,3480.0,2330.0,3020.0
serrana,0.167,"a program to determine nucleic acids elasticity from simulation data.

SerraNA is composed by three executables: SerraNA, Analysis and Extract.","['Molecular biology', 'Nucleic acid structure analysis', 'Protein folds and structural domains', 'DNA']",[],0.0,,https://bio.tools/serrana,3480.0,2330.0,3020.0
toppcluster,0.167,"ToppCluster is a human/mammalian genomes-centered web server application for comparative enrichment and network analysis of multiple gene lists. Features such as Gene Ontology terms, protein interactions,disease or disease-associated mammalian phenotypes, promoter cis-elements, miR binding sites, etc. that are differentially represented  in the gene lists can be clustered or transformed into high dimensional Cytoscape or Gephi -compatible networks.","['Genotype and phenotype', 'Functional, regulatory and non-coding RNA', 'Gene structure', 'Molecular interactions, pathways and networks', 'Transcription factors and regulatory sites']",['Web application'],126.0,,https://bio.tools/toppcluster,3480.0,3850.0,3628.0
bazam,0.167,Method for read extraction and realignment of high-throughput sequencing data.,['Mapping'],['Command-line tool'],1.0,https://github.com/ssadedin/bazam/issues,https://bio.tools/bazam,3480.0,2456.0,3070.4
supercyp,0.167,"The database contains about drugs, Cytochrome-Drug interactions and 1,200 alleles. SNPs and mutations are also listed and ordered according to their effect on expression and/or activity. It is a comprehensive resource focused on CYPs and drug metabolism. Homology-modeled structures of the CYPs can be downloaded in PDB format and related drugs are available as MOL-files.","['Endocrinology and metabolism', 'Drug metabolism', 'Genetic variation', 'Molecular interactions, pathways and networks', 'Small molecules']",['Database portal'],138.0,,https://bio.tools/supercyp,3480.0,3871.0,3636.4
deepcircode,0.167,R package for deep learning of the back-splicing code for circular RNA formation.,"['RNA splicing', 'Machine learning', 'Gene transcripts']",['Library'],0.0,https://github.com/BioDataLearning/DeepCirCode/issues,https://bio.tools/deepcircode,3480.0,2330.0,3020.0
ssake,0.167,A program for assemblying short DNA sequences. The program cycles through sequence data stored in a hash table and progressively searches through a prefix tree for the longest possible k-mer between any two sequencis.,"['Sequencing', 'Sequence assembly']",['Command-line tool'],298.0,,https://bio.tools/ssake,3480.0,4053.0,3709.2
glutantbase,0.167,"A database for improving the rational design of glucose-tolerant β-glucosidases.

A database of mutant β-glucosidases.

Glutantbase is a database, webtool and method to evaluate mutations for β-glucosidases proteins used in industrial applications. Glutantbase shows information of multiplie alignment generated with clustal-omega, structure modeled by homology, catalytic pocket location, catalytic residues, secondary structure, and extrapoled mutations for +3500 GH1 β-glucosidases sequences extracted from UniProt.","['Protein folding, stability and design', 'Enzymes', 'Genetic variation', 'Molecular modelling', 'Small molecules']",['Database portal'],0.0,,https://bio.tools/glutantbase,3480.0,2330.0,3020.0
qtqda,0.167,> CORRECT NAME OF TOOL COULD ALSO BE 'local dependence' | quantile transformed quadratic discriminant analysis for high-dimensional RNA-seq data | A new local covariance matrix estimation for the classification of gene expression profiles in RNA-Seq data | This package provides an R function to classify RNA-Seq gene expression profiles,"['RNA-Seq', 'Oncology', 'Gene expression']",[],0.0,,https://bio.tools/qtqda,3480.0,2330.0,3020.0
panoply,0.167,PANOPLY is a platform for applying state-of-the-art statistical and machine learning algorithms to transform multi-omic data from cancer samples into biologically meaningful and interpretable results.,"['Oncology', 'Proteomics', 'Sequence analysis', 'Transcriptomics', 'Proteogenomics']",[],0.0,https://app.terra.bio/#workspaces/broad-firecloud-cptac/PANOPLY_Production_Modules_v1_0,https://bio.tools/panoply,3480.0,2330.0,3020.0
gen2vcf,0.167,"A converter for human genome imputation output format to VCF format.

BACKGROUND:For a genome-wide association study in humans, genotype imputation is an essential analysis tool for improving association mapping power. When IMPUTE software is used for imputation analysis, an imputation output (GEN format) should be converted to variant call format (VCF) with imputed genotype dosage for association analysis.","['DNA polymorphism', 'Genotype and phenotype', 'GWAS study']",['Command-line tool'],0.0,,https://bio.tools/gen2vcf,3480.0,2330.0,3020.0
regionconnect,0.167,"Rapidly extracting standardized brain connectivity information in voxel-wise neuroimaging studies.

The mission of the Magnetic Resonance Imaging Lab at the Illinois Institute of Technology is to develop MRI data acquisition, image reconstruction and processing techniques, and to apply these methods for the diagnosis and monitoring of brain disease. MRIIT is part of the Medical Imaging Research Center and the Pritzker Institute of Biomedical Science and Engineering.

IIT Human Brain Atlas v.5.0 Anatomical Templates DTI Template HARDI Template Gray Matter Labels Multi-Layer White Matter Labels Download Now.

Postmortem MRI in aging research Find Out More.","['Pathology', 'MRI', 'Electron microscopy', 'Medical imaging']",[],0.0,http://www.iit.edu/~mri,https://bio.tools/regionconnect,3480.0,2330.0,3020.0
rimmport,0.167,This package simplifies access to ImmPort data for analysis in the R environment. It provides a standards-based interface to the ImmPort study data that is in a proprietary format.,['Immunology'],"['Command-line tool', 'Library']",1.0,http://bioconductor.org/packages/RImmPort/,https://bio.tools/rimmport,3480.0,2456.0,3070.4
sa-mot,0.167,SA-Mot is a wbe server for the extraction and location of structural motifs of interest from protein loops. Recurrent and conserved structural motifs involved in structural redundancy of loops are considered.,"['Structure prediction', 'Proteins', 'Small molecules', 'Protein structural motifs and surfaces', 'Protein folds and structural domains']",['Web application'],8.0,,https://bio.tools/sa-mot,3480.0,2868.0,3235.2
cell-id,0.167,Cell-ID is a R package for gene signature extraction and cell-identity recognition at individual cell level from single-cell RNA-seq.,"['Cell biology', 'Chromosome conformation capture', 'RNA-Seq', 'Gene expression', 'Statistics and probability']",[],0.0,,https://bio.tools/cell-id,3480.0,2330.0,3020.0
nanotiler,0.167,"Java application for the design of RNA nanostructures. Among other things, it can accomplish the following: 1) Detection, extraction and annotation of RNA structural elements, 2) Use of RNA building blocks for assemblying larger structures, 3) Combinatorial search of building blocks 4) Optimization of building block positions 5) Topology classification 6) Sequence Optimization (i.e. sequence design for self-assembly into the given topology).","['RNA', 'Structure analysis']",['Command-line tool'],26.0,http://www.mybiosoftware.com/nanotiler-0-9-2-design-rna-nanostructures.html,https://bio.tools/nanotiler,3480.0,3302.0,3408.8
easyfrap,0.167,"A versatile tool that assists quantitative and qualitative analysis of fluorescence recovery after photobleaching data. The user can handle simultaneously large data sets of raw data, visualize fluorescence recovery curves, exclude low quality data, perform data normalization, extract quantitative parameters, perform batch analysis and save the resulting data and figures for further use.",['Biology'],['Desktop application'],68.0,,https://bio.tools/easyfrap,3480.0,3636.0,3542.4
emdomics,0.167,"Algorithm used to perform a supervised multi-class analysis to measure the magnitude and statistical significance of observed continuous genomics data between groups. Traditional methods use significance tests based on summary statistics of the distributions. This approach lacks power to identify differences between groups with high levels of intra-group heterogeneity. The algorithm transforms one distribution into another, providing the overall difference in shape between two distributions.","['Microarray experiment', 'Statistics and probability', 'Sequencing', 'Gene expression']","['Command-line tool', 'Library']",12.0,,https://bio.tools/emdomics,3480.0,3000.0,3288.0
stemcellnet,0.167,"Web-server that allows users to interactively query, visualize and interrogate molecular networks in the context of stem cell biology. It includes a comprehensive set of physical and regulatory interactions for both human and mouse. Any retrieved network can be readily examined for the presence of genes linked to stemness.","['Computational biology', 'Biomedical science']",['Web application'],10.0,,https://bio.tools/stemcellnet,3480.0,2932.0,3260.8
relna,0.167,Text mining tool for relation extraction of Protein to DNA and to RNA interactions.,['Literature and language'],"['Command-line tool', 'Library']",0.0,https://github.com/ashishbaghudana/mthesis-ashish,https://bio.tools/relna,3480.0,2330.0,3020.0
pydfn3d,0.167,"Discontinuous Boundary Elements for Fluid Flow Problems in Discrete Fracture Networks.

Modeling fluid flow in three-dimensional (3D) Discrete Fracture Networks (DFNs) is of relevance in many engineering applications, such as hydraulic fracturing, oil gas production, geothermal energy extraction, nuclear waste disposal and CO2 sequestration. A new Boundary Element Method (BEM) technique with discontinuous quadratic elements and a parallel Domain Decomposition Method (DDM) is presented herein for the simulation of the steady-state fluid flow in 3D DFN systems with wellbores, consisting of planar fractures having arbitrary properties and wellbore trajectories. Numerical examples characterized by DFNs of increasing complexity are investigated to evaluate the accuracy and efficiency of the presented technique.",[],[],0.0,,https://bio.tools/pydfn3d,3480.0,2330.0,3020.0
treegibbssampler,0.167,"Software for identifying motifs by simultaneously using the motif overrepresentation property and the motif evolutionary conservation property. It identifies motifs without depending on pre-aligned orthologous sequences, which makes it useful for the extraction of regulatory elements in multiple genomes of both closely related and distant species.","['Nucleic acid sites, features and motifs', 'DNA', 'Genomics', 'Sequence analysis']",['Desktop application'],2.0,http://www.mybiosoftware.com/treegibbssampler-identifying-conserved-motifs-aligning-orthologous-sequences.html,https://bio.tools/treegibbssampler,3480.0,2549.0,3107.6
hpg-dhunter,0.167,"An ultrafast, friendly tool for DMR detection and visualization.

If you want to use this tool just now, there is an executable file for Linux x86_64 systems. This compressed file is available at releases page. But, previously, CUDA and Nvidia drivers must be installed in your system. For that, you can go to System requirements section.

HPG-Dhunter is an interactive tool for detecting Differentially Methylathed Regions (DMRs) and visualizing DNA methylation signals. It is based on building a methylation signal from the information yielded by HPG-HMapper, and using a NVidia GPU and the CUDA programming model to compute the Discrete Wavelet Transform (DWT) of this methylation signal. The transformation of the signals in turn allows the comparison of different signals at low resolution levels, easily identifying DMRs with a low workload, when compared to other strategies. HPG-Dhunter is part of the HPG-MSuite.","['Epigenetics', 'Methylated DNA immunoprecipitation', 'Mathematics', 'DNA', 'Molecular interactions, pathways and networks']",['Command-line tool'],0.0,,https://bio.tools/hpg-dhunter,3480.0,2330.0,3020.0
cd2sbgnml,0.167,cd2sbgnml aims to provide the most accurate translation possible between CellDesigner and SBGN-ML file formats. Translation in both direction is possible.,"['Protein expression', 'Molecular interactions, pathways and networks', 'Endocrinology and metabolism', 'Gene expression']",[],0.0,https://github.com/sbgn/cd2sbgnml-webservice,https://bio.tools/cd2sbgnml,3480.0,2330.0,3020.0
priori-t,0.167,"A tool for rare disease gene prioritization using MEDLINE.
Phenotype-driven rare disease gene prioritization relies on high quality curated resources containing disease, gene and phenotype annotations. However, the effectiveness of gene prioritization tools is constrained by the incomplete coverage of rare disease, phenotype and gene annotations in such curated resources. METHODS:We extracted rare disease correlation pairs involving diseases, phenotypes and genes from MEDLINE abstracts and used the information propagation algorithm GCAS to build an association network. We built a tool called PRIORI-T for rare disease gene prioritization that uses this network for phenotype-driven rare disease gene prioritization. The quality of disease-gene associations in PRIORI-T was compared with resources such as DisGeNET and Open Targets in the context of rare diseases","['Genotype and phenotype', 'Rare diseases', 'Personalised medicine']",[],0.0,,https://bio.tools/priori-t,3480.0,2330.0,3020.0
um-pps,0.167,The University of Minnesota Pathway Prediction System (UM-PPS) is a web tool that recognizes functional groups in organic compounds that are potential targets of microbial catabolic reactions and predicts transformations of these groups based on biotransformation rules. Multi-level predictions are made.,"['Small molecules', 'Molecular interactions, pathways and networks', 'Model organisms']",['Web application'],57.0,,https://bio.tools/um-pps,3480.0,3570.0,3516.0
dicomtypetranslation,0.167,Library for extracting and converting DICOM file metadata for persistence and indexing in a SQL database,[],[],0.0,https://github.com/HicServices/DicomTypeTranslation,https://bio.tools/dicomtypetranslation,3480.0,2330.0,3020.0
moff,0.167,A modest Feature Finder to extract features in MS1 Data.,['Proteomics'],['Command-line tool'],10.0,,https://bio.tools/moff,3480.0,2932.0,3260.8
tale,0.167,"Transformer-based protein function Annotation with joint sequence–Label Embedding.

For TALE+ (TALE+Diamond), please download Diamond and put the executable file into TALE/diamond/.

Input feature: sequence data (using transformer).

Output label: hierarchical nodes on directed graphs.","['Sequencing', 'Ontology and terminology', 'Model organisms', 'Proteins', 'Machine learning']",[],0.0,,https://bio.tools/tale,3480.0,2330.0,3020.0
gdtools_gd2gvf,0.167,Creates a Genome Variation Format (GVF) file of mutations present in an input Genome Diff file.,"['Data management', 'Genetic variation', 'DNA mutation']",['Web application'],568.0,https://galaxy.pasteur.fr/tool_runner?tool_id=toolshed.pasteur.fr/repos/mvalade/gdtools/gdtools_GD2GVF/0.26,https://bio.tools/gdtools_gd2gvf,3480.0,4213.0,3773.2
wang-xiaoheng,0.167,"Prediction of protein structural classes by different feature expressions based on 2-D wavelet denoising and fusion.

2D-wavelet-for-protein-structural-classes-prediction We constructed a prediction model based on wavelet denoising using different feature expression methods. A new fusion idea, first fuse and then denoise, is proposed in this article. Two types of pseudo amino acid compositions are utilized to distill feature vectors. Then, a two-dimensional (2-D) wavelet denoising algorithm is used to remove the redundant information from two extracted feature vectors. The two feature vectors based on parallel 2-D wavelet denoising are fused, which is known as PWD-FU-PseAAC. The project includes three original datasets, source code for two-dimensional wavelet denoising and source code for feature vector prediction","['Small molecules', 'Structure prediction', 'Protein folds and structural domains']",[],0.0,,https://bio.tools/wang-xiaoheng,3480.0,2330.0,3020.0
deeprc,0.167,"DeepRC is a tool that that integrates transformer-like attention, or equivalently modern Hopfield networks, into deep learning architectures for massive MIL such as immune repertoire classification.","['Sequence sites, features and motifs', 'Machine learning', 'Immunology']",['Command-line tool'],0.0,,https://bio.tools/deeprc,3480.0,2330.0,3020.0
